Part Type,ID,Operation,Date,Status
A,8574,Op2,06/26/2025 04:31 AM,Scrap
A,7179,Op1,10/13/2025 03:49 PM,Review
B,2226,Op4,04/11/2025 09:56 PM,Good
A,7243,Op3,03/06/2025 05:15 PM,Review
B,8485,Op1,08/23/2025 09:52 AM,Scrap
C,9019,Op3,11/25/2025 08:10 PM,Good
A,6075,Op1,08/18/2025 05:40 AM,Scrap
D,6138,Op3,09/09/2025 06:10 PM,Scrap
D,2428,Op2,05/19/2025 03:46 AM,Good
A,5205,Op3,11/30/2025 10:45 PM,Scrap
C,1285,Op1,12/29/2025 12:41 PM,Good
B,5556,Op3,01/20/2025 04:53 PM,Scrap
C,8251,Op3,07/28/2025 05:54 PM,Scrap
C,5059,Op4,04/07/2025 11:41 PM,Good
B,7193,Op2,01/28/2025 04:54 PM,Review
A,8554,Op4,06/15/2025 11:24 AM,Review
D,6827,Op3,02/10/2025 06:48 AM,Scrap
B,7363,Op1,05/10/2025 03:58 PM,Scrap
C,1312,Op3,05/24/2025 08:34 AM,Review
D,7783,Op1,08/13/2025 12:57 PM,Good
B,3087,Op2,03/01/2025 11:38 PM,Scrap
C,7068,Op4,05/21/2025 04:18 AM,Review
B,2576,Op4,04/07/2025 01:49 PM,Review
D,9424,Op3,12/05/2025 03:50 PM,Review
D,1793,Op2,05/12/2025 10:45 AM,Scrap
B,5984,Op1,07/25/2025 10:39 PM,Review
A,1833,Op3,11/18/2025 06:02 AM,Scrap
D,5775,Op1,11/01/2025 04:49 AM,Good
C,6788,Op4,03/07/2025 10:15 AM,Review
B,2830,Op3,04/19/2025 10:50 AM,Review
A,6746,Op2,05/19/2025 11:52 PM,Review
D,9808,Op4,08/03/2025 11:51 AM,Scrap
C,1489,Op2,10/12/2025 10:17 AM,Scrap
C,5998,Op4,10/31/2025 04:36 AM,Scrap
C,9251,Op4,01/18/2025 08:38 AM,Scrap
B,5340,Op3,05/24/2025 05:21 AM,Scrap
A,6396,Op2,05/13/2025 10:02 PM,Good
D,2139,Op3,02/25/2025 01:40 AM,Scrap
C,2055,Op1,05/28/2025 05:00 AM,Scrap
B,6460,Op2,03/18/2025 01:59 PM,Good
C,5643,Op2,07/11/2025 04:36 AM,Scrap
D,7030,Op1,11/08/2025 10:31 AM,Review
D,1877,Op2,03/30/2025 06:14 AM,Good
D,7630,Op4,10/28/2025 07:08 AM,Good
A,4755,Op2,04/17/2025 12:28 PM,Review
A,7048,Op3,01/21/2025 02:16 AM,Review
B,4374,Op2,09/22/2025 09:03 PM,Good
A,7579,Op2,04/08/2025 10:28 AM,Review
A,9882,Op1,03/02/2025 02:02 PM,Scrap
A,1910,Op3,06/30/2025 05:31 PM,Review
A,3942,Op3,11/28/2025 03:45 PM,Review
C,4668,Op4,11/04/2025 09:07 AM,Scrap
D,3251,Op3,09/16/2025 11:32 PM,Good
A,4986,Op3,08/30/2025 05:32 PM,Scrap
A,4447,Op3,06/22/2025 02:05 AM,Scrap
D,4796,Op1,07/25/2025 04:06 PM,Review
C,2285,Op4,11/04/2025 09:42 PM,Review
C,7440,Op4,07/19/2025 11:38 PM,Review
D,9479,Op3,09/16/2025 08:12 AM,Good
C,7394,Op1,06/02/2025 02:55 AM,Scrap
D,6045,Op1,01/17/2025 05:09 AM,Good
D,2293,Op1,10/17/2025 08:24 AM,Scrap
D,9157,Op3,12/27/2025 02:19 AM,Scrap
A,2671,Op1,07/28/2025 09:37 PM,Review
A,6504,Op2,07/07/2025 02:47 AM,Review
C,8771,Op4,10/29/2025 08:05 AM,Good
D,2929,Op3,05/17/2025 08:43 PM,Good
A,7986,Op2,06/20/2025 04:05 PM,Review
D,4442,Op2,12/16/2025 09:42 AM,Good
B,1641,Op4,07/16/2025 04:53 AM,Review
B,6285,Op2,10/17/2025 03:03 AM,Review
C,2268,Op4,03/03/2025 05:47 AM,Review
C,2072,Op2,12/27/2025 06:16 PM,Good
B,5487,Op4,09/13/2025 11:04 PM,Good
A,4099,Op4,12/23/2025 11:12 AM,Scrap
C,6086,Op1,05/03/2025 08:04 AM,Review
C,7876,Op3,10/18/2025 02:24 PM,Good
B,1035,Op3,08/09/2025 03:24 PM,Scrap
C,2649,Op1,06/27/2025 07:08 PM,Good
A,7288,Op4,06/30/2025 01:19 AM,Review
B,2270,Op2,08/27/2025 07:35 AM,Scrap
A,2897,Op4,06/06/2025 06:11 AM,Good
B,6838,Op3,08/12/2025 05:41 PM,Good
B,7987,Op1,07/03/2025 09:04 PM,Review
C,7593,Op4,06/20/2025 01:43 AM,Review
C,7977,Op4,09/05/2025 08:40 AM,Scrap
B,1326,Op3,06/02/2025 02:46 PM,Review
A,6474,Op3,10/23/2025 04:59 PM,Scrap
A,2778,Op2,02/01/2025 03:40 AM,Good
B,3675,Op3,08/23/2025 07:39 AM,Good
C,6020,Op4,11/18/2025 08:12 PM,Review
D,6516,Op4,02/20/2025 09:32 PM,Review
A,1568,Op3,10/03/2025 11:27 AM,Good
C,5622,Op3,01/31/2025 07:41 AM,Scrap
D,4244,Op3,01/12/2026 12:27 PM,Good
D,3986,Op3,01/11/2026 09:11 AM,Review
D,7125,Op2,12/10/2025 11:25 PM,Good
B,5248,Op1,02/09/2025 09:08 AM,Good
C,5356,Op4,01/31/2025 03:32 PM,Review
B,7777,Op1,11/09/2025 01:23 PM,Review
D,3144,Op1,09/06/2025 04:42 AM,Good
B,4260,Op1,01/25/2025 11:42 PM,Good
A,4654,Op1,02/28/2025 09:40 PM,Review
B,6247,Op1,03/30/2025 03:15 AM,Review
A,9709,Op1,12/28/2025 09:26 AM,Review
A,8540,Op1,08/28/2025 09:10 AM,Good
A,6636,Op1,11/11/2025 10:37 AM,Good
C,9045,Op1,12/06/2025 08:50 PM,Good
B,9252,Op3,06/22/2025 09:22 PM,Good
A,3140,Op1,02/15/2025 04:55 AM,Scrap
B,3713,Op2,08/15/2025 06:40 PM,Review
C,3560,Op4,06/28/2025 06:32 AM,Good
C,3629,Op3,01/04/2026 02:39 PM,Good
C,5358,Op1,10/11/2025 05:51 AM,Good
B,2227,Op4,08/07/2025 07:23 AM,Good
C,3990,Op3,05/04/2025 09:09 PM,Scrap
B,3966,Op4,08/10/2025 07:09 PM,Scrap
A,9809,Op1,11/01/2025 03:09 AM,Review
C,1757,Op3,09/04/2025 09:22 PM,Good
A,4247,Op4,02/09/2025 09:28 PM,Good
D,7741,Op1,06/25/2025 07:08 PM,Scrap
B,4286,Op4,01/02/2026 11:20 PM,Good
A,7279,Op1,01/05/2026 12:06 AM,Good
D,1070,Op3,04/09/2025 03:19 AM,Good
A,2385,Op1,10/27/2025 06:24 AM,Scrap
D,1134,Op3,03/09/2025 08:25 PM,Good
B,4927,Op2,01/24/2025 07:23 AM,Good
C,9061,Op1,11/12/2025 03:56 PM,Scrap
B,4558,Op1,08/02/2025 02:00 PM,Good
B,9739,Op2,12/09/2025 04:45 AM,Good
C,9761,Op1,02/22/2025 02:27 PM,Good
A,2659,Op3,07/26/2025 08:03 AM,Review
C,2855,Op1,03/14/2025 11:25 AM,Good
D,4911,Op3,04/04/2025 06:34 PM,Review
A,1490,Op2,05/10/2025 03:43 PM,Review
C,8488,Op3,09/11/2025 08:10 AM,Scrap
A,7841,Op4,10/13/2025 07:19 AM,Scrap
C,5453,Op4,03/21/2025 01:03 PM,Scrap
D,7759,Op2,03/03/2025 10:30 AM,Good
A,5605,Op3,04/21/2025 03:15 AM,Good
B,1963,Op4,05/14/2025 05:00 AM,Scrap
D,5457,Op1,01/21/2025 07:46 PM,Review
A,5099,Op3,11/20/2025 09:25 AM,Scrap
B,4064,Op1,11/09/2025 12:55 AM,Scrap
C,2170,Op2,09/21/2025 12:36 PM,Review
D,2919,Op3,07/25/2025 05:12 PM,Good
A,9856,Op3,03/25/2025 03:35 AM,Good
B,6696,Op2,08/10/2025 01:12 AM,Good
A,3175,Op1,11/05/2025 06:10 PM,Good
C,1856,Op2,01/15/2026 05:42 PM,Review
B,2729,Op1,06/23/2025 09:27 PM,Review
D,3053,Op1,04/24/2025 12:12 AM,Good
C,3086,Op1,01/05/2026 02:54 AM,Good
D,5952,Op1,11/05/2025 08:51 PM,Scrap
A,7747,Op1,09/13/2025 09:19 PM,Good
C,2465,Op3,06/01/2025 10:30 PM,Scrap
C,7475,Op1,01/30/2025 05:18 PM,Review
C,3226,Op1,04/20/2025 12:38 AM,Good
C,4394,Op1,07/29/2025 01:10 PM,Scrap
D,8963,Op3,10/24/2025 11:03 AM,Good
C,3653,Op3,07/16/2025 04:25 PM,Review
C,9313,Op4,03/14/2025 10:52 PM,Good
C,2364,Op3,08/05/2025 06:45 AM,Good
A,4566,Op2,04/17/2025 10:25 PM,Scrap
A,3405,Op4,08/21/2025 08:46 PM,Good
A,7247,Op4,12/05/2025 03:25 AM,Review
D,5041,Op4,12/05/2025 03:47 PM,Review
B,3284,Op4,07/01/2025 01:44 PM,Good
A,1110,Op4,02/28/2025 08:46 PM,Good
A,5624,Op4,10/12/2025 10:25 AM,Scrap
B,8591,Op3,09/27/2025 07:26 PM,Review
C,6747,Op3,05/09/2025 12:24 AM,Review
C,9604,Op1,03/14/2025 03:47 PM,Scrap
A,1519,Op1,04/25/2025 11:44 PM,Scrap
B,4733,Op4,09/27/2025 04:21 AM,Scrap
A,2960,Op2,02/05/2025 09:19 PM,Review
B,9244,Op4,06/16/2025 09:32 PM,Good
C,1090,Op3,10/30/2025 04:01 PM,Scrap
B,2329,Op1,02/05/2025 01:24 PM,Review
B,6035,Op4,04/30/2025 02:19 PM,Good
D,4395,Op2,06/30/2025 06:09 PM,Good
B,6543,Op1,10/24/2025 03:11 PM,Good
D,2678,Op4,09/29/2025 12:18 PM,Scrap
C,6072,Op1,08/24/2025 09:07 AM,Good
C,1874,Op3,03/17/2025 03:51 PM,Review
D,4406,Op1,08/31/2025 03:35 PM,Good
A,7223,Op3,10/22/2025 11:30 AM,Review
A,6158,Op2,08/15/2025 08:34 AM,Good
C,9767,Op3,12/01/2025 12:36 PM,Scrap
A,7694,Op1,09/29/2025 12:30 PM,Scrap
C,4738,Op4,08/06/2025 06:03 PM,Review
C,1878,Op1,04/19/2025 04:43 AM,Scrap
B,4708,Op2,03/14/2025 06:51 PM,Review
B,9741,Op4,04/27/2025 05:33 AM,Scrap
B,6043,Op3,06/16/2025 12:24 AM,Review
D,5703,Op3,07/09/2025 05:33 PM,Review
A,5327,Op3,12/28/2025 12:29 AM,Good
C,9290,Op3,08/11/2025 09:32 PM,Scrap
C,6725,Op1,08/10/2025 05:09 AM,Good
B,9018,Op4,03/16/2025 10:04 AM,Review
B,4297,Op3,08/24/2025 12:16 AM,Review
B,5824,Op1,09/23/2025 02:32 PM,Good
A,3303,Op3,12/04/2025 10:48 AM,Scrap
C,7983,Op3,08/26/2025 09:30 PM,Review
D,6743,Op3,09/17/2025 10:18 PM,Scrap
D,2605,Op4,08/13/2025 04:13 PM,Good
B,9058,Op2,09/07/2025 02:36 AM,Good
D,1866,Op3,01/14/2026 03:03 AM,Scrap
B,2359,Op1,03/07/2025 09:14 AM,Scrap
B,4194,Op1,06/12/2025 03:00 AM,Scrap
B,1704,Op3,05/24/2025 10:55 AM,Review
B,4736,Op3,10/23/2025 10:54 AM,Scrap
A,6579,Op1,04/28/2025 10:15 AM,Scrap
C,9628,Op1,04/11/2025 01:49 AM,Scrap
B,3008,Op3,03/20/2025 02:29 AM,Good
D,8417,Op4,01/22/2025 06:14 AM,Good
D,3487,Op2,07/17/2025 08:27 PM,Review
B,2628,Op2,07/05/2025 06:00 PM,Scrap
B,2411,Op1,01/30/2025 01:27 AM,Review
B,4627,Op1,02/27/2025 07:30 PM,Good
B,9356,Op3,03/03/2025 12:59 AM,Good
D,1192,Op1,04/29/2025 01:35 AM,Review
C,3401,Op1,02/09/2025 08:38 PM,Good
C,7907,Op1,06/15/2025 11:40 AM,Review
B,9412,Op3,09/05/2025 03:34 AM,Scrap
C,4433,Op1,10/20/2025 04:40 PM,Scrap
A,7157,Op2,11/20/2025 05:44 AM,Scrap
D,6572,Op4,08/08/2025 07:43 PM,Good
C,5690,Op1,10/15/2025 12:47 AM,Scrap
D,3796,Op2,09/27/2025 02:53 AM,Review
B,8815,Op4,02/28/2025 01:15 AM,Scrap
C,8670,Op2,02/02/2025 04:55 PM,Review
A,1264,Op1,06/18/2025 12:06 AM,Scrap
D,7261,Op4,07/22/2025 08:56 AM,Good
D,2468,Op4,12/11/2025 05:32 PM,Scrap
B,3946,Op3,05/31/2025 09:07 PM,Review
B,2367,Op3,01/19/2025 12:23 PM,Good
B,7600,Op3,12/02/2025 05:57 AM,Good
B,3159,Op2,06/17/2025 07:29 PM,Good
D,9607,Op2,11/12/2025 11:01 AM,Scrap
B,6634,Op1,09/16/2025 08:15 PM,Review
B,9795,Op2,02/03/2025 10:22 AM,Review
B,2418,Op3,11/28/2025 04:02 AM,Good
D,1445,Op4,05/19/2025 02:18 AM,Good
C,2000,Op4,08/24/2025 06:49 AM,Good
A,5992,Op3,11/01/2025 07:13 AM,Good
C,4056,Op4,02/14/2025 05:27 AM,Good
D,2183,Op4,01/22/2025 11:34 AM,Scrap
A,2863,Op1,01/14/2026 12:18 PM,Scrap
D,6823,Op3,11/23/2025 03:41 AM,Good
B,2563,Op4,05/05/2025 08:52 PM,Scrap
A,7897,Op1,07/27/2025 07:06 AM,Scrap
B,5537,Op1,07/03/2025 06:07 PM,Scrap
A,2234,Op2,01/21/2025 06:07 AM,Review
D,1175,Op3,08/09/2025 07:59 PM,Scrap
B,3457,Op1,01/03/2026 08:48 AM,Good
C,5867,Op4,01/14/2026 02:17 PM,Review
A,6420,Op1,01/01/2026 08:01 AM,Scrap
D,6646,Op3,10/03/2025 02:24 AM,Review
B,5725,Op4,07/24/2025 02:54 PM,Good
B,6724,Op3,07/28/2025 12:28 PM,Review
B,3959,Op2,02/16/2025 04:30 PM,Review
D,9993,Op1,01/21/2025 05:59 PM,Review
C,9021,Op4,07/27/2025 07:18 AM,Review
A,5571,Op2,08/28/2025 01:51 PM,Good
C,6839,Op2,10/08/2025 07:39 PM,Good
C,3156,Op1,08/26/2025 12:39 PM,Scrap
C,9039,Op1,09/11/2025 10:27 PM,Good
A,1454,Op1,06/22/2025 02:04 AM,Good
C,8222,Op4,11/03/2025 09:11 AM,Scrap
A,4932,Op1,08/11/2025 03:44 PM,Review
B,6563,Op1,03/03/2025 02:41 AM,Good
A,2663,Op3,10/18/2025 02:19 AM,Good
B,2687,Op3,07/22/2025 11:17 AM,Review
C,6893,Op3,08/18/2025 03:51 PM,Good
D,8889,Op4,04/27/2025 12:15 PM,Review
C,8961,Op1,04/25/2025 02:21 PM,Scrap
C,9324,Op1,04/06/2025 09:09 AM,Review
A,6476,Op3,11/18/2025 01:05 PM,Review
B,3422,Op2,06/07/2025 05:08 PM,Review
A,6235,Op3,04/04/2025 07:51 AM,Scrap
A,8177,Op2,12/15/2025 05:40 AM,Good
A,2459,Op4,10/13/2025 04:21 AM,Review
D,4502,Op1,06/01/2025 05:59 AM,Scrap
D,8880,Op4,08/31/2025 04:27 AM,Scrap
D,6104,Op1,07/21/2025 03:51 PM,Review
C,2474,Op1,05/13/2025 06:07 PM,Scrap
C,9009,Op3,01/16/2025 09:00 PM,Good
A,3533,Op2,12/31/2025 05:33 PM,Review
D,6228,Op3,08/13/2025 11:25 PM,Good
C,5165,Op2,02/24/2025 04:55 PM,Good
C,8746,Op4,05/31/2025 04:18 AM,Scrap
B,5588,Op4,05/17/2025 01:22 PM,Scrap
A,8455,Op3,05/10/2025 11:04 PM,Good
C,2102,Op2,12/31/2025 03:32 AM,Good
D,3455,Op1,01/02/2026 09:09 AM,Good
C,1031,Op3,01/31/2025 12:00 AM,Review
C,7926,Op4,11/18/2025 10:57 PM,Scrap
D,5095,Op2,09/18/2025 04:40 AM,Good
B,3705,Op1,02/02/2025 05:12 PM,Review
B,3794,Op4,02/07/2025 01:57 AM,Scrap
B,9532,Op3,09/18/2025 04:05 AM,Review
D,8710,Op4,06/17/2025 09:04 AM,Scrap
C,5162,Op4,02/28/2025 01:13 AM,Good
D,5743,Op3,07/09/2025 03:24 PM,Scrap
D,4750,Op2,05/21/2025 07:55 PM,Scrap
D,3843,Op4,11/08/2025 02:17 AM,Review
D,7875,Op1,08/06/2025 01:09 PM,Good
C,1972,Op1,02/19/2025 03:43 AM,Scrap
A,9818,Op4,07/24/2025 02:12 AM,Scrap
C,1409,Op4,09/22/2025 08:12 AM,Scrap
A,5312,Op1,02/27/2025 01:12 AM,Review
C,6598,Op2,08/22/2025 06:09 AM,Scrap
B,8988,Op1,04/04/2025 02:50 AM,Review
D,9755,Op4,09/16/2025 05:37 PM,Scrap
A,6858,Op3,06/13/2025 04:17 AM,Good
B,3883,Op1,05/18/2025 08:50 PM,Good
A,7966,Op1,06/26/2025 06:01 PM,Good
C,6894,Op4,11/18/2025 03:10 PM,Good
D,8519,Op3,12/09/2025 08:36 AM,Scrap
C,3277,Op3,10/29/2025 08:59 PM,Review
C,5121,Op1,01/05/2026 05:34 PM,Review
C,8798,Op1,05/27/2025 06:53 AM,Review
C,1423,Op1,08/06/2025 09:35 AM,Review
C,5708,Op4,06/02/2025 07:14 PM,Scrap
A,7941,Op2,07/22/2025 02:54 AM,Good
B,6935,Op3,12/15/2025 08:17 PM,Review
B,7509,Op4,04/24/2025 01:29 AM,Good
A,4532,Op1,10/31/2025 01:15 PM,Review
D,2347,Op1,12/23/2025 08:16 AM,Good
D,7297,Op3,10/04/2025 02:55 AM,Review
A,3815,Op1,01/10/2026 04:59 AM,Scrap
C,9198,Op1,05/21/2025 07:37 AM,Review
D,9227,Op2,02/20/2025 12:49 PM,Scrap
A,2832,Op2,10/16/2025 07:18 AM,Review
D,2782,Op1,08/01/2025 09:22 PM,Good
C,2360,Op1,05/27/2025 01:15 AM,Scrap
C,9969,Op4,06/21/2025 06:27 AM,Good
A,8188,Op2,01/27/2025 08:44 AM,Good
B,8306,Op4,01/06/2026 06:30 AM,Good
D,9001,Op1,08/09/2025 02:12 AM,Scrap
A,8041,Op1,11/15/2025 03:04 AM,Scrap
C,6995,Op2,10/22/2025 01:09 PM,Good
A,2696,Op1,03/01/2025 08:59 PM,Scrap
A,7620,Op2,05/30/2025 07:26 PM,Review
D,7439,Op3,06/26/2025 03:15 PM,Scrap
B,4105,Op2,07/04/2025 06:15 PM,Review
C,8127,Op1,06/21/2025 12:17 AM,Scrap
A,2886,Op3,09/19/2025 12:17 AM,Good
D,6103,Op3,02/10/2025 02:24 AM,Scrap
A,4861,Op2,07/15/2025 08:46 PM,Scrap
A,6064,Op3,01/29/2025 09:30 AM,Scrap
D,9387,Op3,05/13/2025 03:16 AM,Scrap
B,3972,Op4,01/24/2025 10:01 PM,Good
C,5645,Op1,07/01/2025 03:38 PM,Review
C,1771,Op3,09/05/2025 05:03 PM,Scrap
A,8756,Op1,06/11/2025 08:41 AM,Scrap
D,9296,Op2,08/03/2025 03:30 PM,Review
A,9152,Op3,03/02/2025 04:18 AM,Scrap
B,3143,Op4,12/29/2025 04:46 PM,Scrap
A,6049,Op1,12/25/2025 07:46 AM,Good
C,7690,Op2,12/20/2025 05:36 AM,Review
D,5200,Op3,04/27/2025 05:35 PM,Good
D,8501,Op4,02/04/2025 05:02 AM,Good
A,7586,Op2,07/10/2025 06:59 PM,Good
B,7963,Op4,03/31/2025 08:57 PM,Scrap
B,8254,Op2,10/15/2025 07:41 PM,Good
A,5829,Op3,10/21/2025 03:15 PM,Review
A,8091,Op2,02/17/2025 10:56 PM,Good
A,4673,Op3,06/04/2025 02:44 PM,Scrap
B,9471,Op1,12/16/2025 12:59 AM,Scrap
A,2867,Op2,10/17/2025 08:16 AM,Scrap
B,6070,Op1,07/12/2025 09:43 AM,Good
B,2792,Op3,12/03/2025 08:08 AM,Review
C,4659,Op1,12/18/2025 07:22 AM,Good
D,4332,Op1,07/23/2025 09:48 PM,Review
A,2908,Op3,10/19/2025 09:53 PM,Good
B,3865,Op2,06/16/2025 03:44 AM,Review
B,4762,Op1,09/27/2025 02:10 AM,Review
B,6011,Op2,04/19/2025 05:35 PM,Scrap
C,5069,Op3,06/23/2025 01:54 AM,Review
C,4222,Op4,12/12/2025 11:46 PM,Scrap
D,3297,Op3,08/16/2025 03:31 PM,Good
A,1936,Op1,08/04/2025 11:36 AM,Review
B,1276,Op4,08/29/2025 12:10 AM,Review
D,5179,Op3,01/08/2026 03:06 PM,Review
B,3298,Op2,06/08/2025 05:39 AM,Scrap
B,5865,Op3,12/25/2025 09:46 AM,Good
B,8108,Op4,07/17/2025 02:59 PM,Scrap
C,6771,Op1,05/22/2025 04:23 AM,Good
D,3535,Op2,12/28/2025 03:51 AM,Scrap
C,1067,Op4,10/24/2025 06:39 AM,Review
A,9786,Op2,01/31/2025 08:27 PM,Good
A,2129,Op2,07/07/2025 06:38 PM,Review
C,3969,Op4,02/11/2025 11:15 AM,Good
C,7521,Op3,05/28/2025 12:40 AM,Review
B,6112,Op1,06/18/2025 06:29 AM,Good
D,4717,Op2,04/14/2025 10:31 AM,Scrap
A,6956,Op1,04/12/2025 03:18 AM,Scrap
B,1073,Op4,08/18/2025 03:22 PM,Good
D,1846,Op2,08/15/2025 06:18 AM,Review
A,7413,Op4,05/31/2025 10:44 AM,Scrap
B,7145,Op2,08/24/2025 10:57 AM,Scrap
C,8894,Op3,12/17/2025 10:24 AM,Review
A,3916,Op4,11/01/2025 11:08 AM,Scrap
A,2416,Op4,11/17/2025 08:47 AM,Scrap
C,2627,Op4,08/16/2025 09:41 PM,Scrap
D,4924,Op2,09/18/2025 09:00 AM,Review
B,7496,Op4,08/03/2025 05:19 AM,Good
A,1804,Op2,08/14/2025 04:08 PM,Good
A,2088,Op1,02/05/2025 05:58 PM,Scrap
A,3524,Op1,05/27/2025 07:24 AM,Review
B,6851,Op2,04/26/2025 07:47 PM,Good
A,5421,Op2,10/03/2025 09:26 PM,Scrap
B,5076,Op1,03/02/2025 02:47 AM,Scrap
B,3745,Op3,02/02/2025 10:09 PM,Scrap
C,9990,Op2,06/22/2025 04:44 AM,Review
C,6063,Op4,05/22/2025 10:15 AM,Scrap
C,9173,Op2,07/20/2025 07:16 PM,Scrap
D,3775,Op3,11/14/2025 07:17 PM,Good
B,6312,Op1,05/10/2025 10:41 AM,Good
B,2899,Op2,02/01/2025 03:46 PM,Review
C,6623,Op3,08/22/2025 06:56 PM,Good
D,8400,Op4,10/11/2025 02:27 AM,Review
D,1796,Op2,10/20/2025 06:02 PM,Review
B,9060,Op4,05/16/2025 06:34 PM,Good
C,7139,Op1,11/11/2025 05:50 AM,Scrap
C,7829,Op2,07/23/2025 12:51 AM,Scrap
A,5006,Op4,07/30/2025 10:04 PM,Review
D,2030,Op4,05/25/2025 03:30 AM,Good
B,1112,Op2,03/03/2025 08:06 AM,Good
D,3845,Op1,04/28/2025 08:41 PM,Good
D,9368,Op1,02/23/2025 09:44 AM,Scrap
A,8716,Op3,03/22/2025 12:17 AM,Scrap
C,4698,Op1,08/29/2025 04:49 PM,Good
C,1086,Op2,04/15/2025 12:27 PM,Scrap
A,8507,Op2,03/15/2025 06:31 AM,Scrap
C,4302,Op2,06/06/2025 06:01 PM,Review
C,3637,Op3,10/24/2025 01:25 AM,Good
B,4937,Op4,03/23/2025 09:58 PM,Scrap
D,8284,Op1,01/16/2025 04:36 PM,Scrap
D,6027,Op4,05/18/2025 11:13 AM,Good
B,4382,Op1,07/26/2025 03:19 AM,Good
B,7371,Op2,08/13/2025 06:24 AM,Scrap
D,2511,Op1,04/25/2025 07:14 AM,Scrap
D,2626,Op1,09/19/2025 08:36 AM,Review
B,4550,Op4,09/28/2025 05:39 PM,Scrap
A,8719,Op2,11/01/2025 11:30 AM,Review
D,2200,Op3,09/06/2025 09:48 PM,Review
B,1257,Op3,06/07/2025 07:59 PM,Review
B,3107,Op4,02/17/2025 10:23 AM,Scrap
D,6226,Op3,05/16/2025 09:43 PM,Scrap
A,1812,Op1,03/11/2025 11:35 AM,Scrap
A,5226,Op4,02/20/2025 02:24 AM,Scrap
B,5126,Op1,10/29/2025 06:55 PM,Scrap
A,4884,Op4,06/08/2025 09:44 PM,Scrap
B,4322,Op3,10/26/2025 07:33 AM,Good
B,9014,Op3,08/02/2025 04:06 AM,Scrap
A,5778,Op4,07/04/2025 05:31 AM,Good
A,1997,Op2,11/13/2025 08:25 AM,Scrap
D,6454,Op3,05/06/2025 11:17 PM,Good
A,5864,Op2,05/02/2025 03:12 AM,Good
D,3569,Op3,05/12/2025 04:45 PM,Review
B,2604,Op2,07/23/2025 12:18 AM,Review
C,2922,Op1,06/05/2025 02:54 PM,Review
D,1515,Op2,01/19/2025 03:31 PM,Scrap
A,1464,Op2,06/04/2025 07:36 AM,Good
B,2836,Op1,06/24/2025 11:30 PM,Good
D,5206,Op1,10/04/2025 12:34 PM,Good
D,5209,Op2,10/07/2025 11:11 AM,Scrap
C,6197,Op1,01/13/2026 04:56 AM,Review
B,8788,Op3,05/06/2025 05:07 PM,Review
A,3963,Op2,10/27/2025 05:11 PM,Good
A,8917,Op3,01/05/2026 04:00 AM,Review
C,3118,Op4,05/18/2025 08:11 AM,Scrap
B,5078,Op1,10/04/2025 04:25 PM,Review
C,8971,Op2,04/27/2025 12:47 AM,Review
C,1174,Op4,07/24/2025 10:47 AM,Scrap
C,9791,Op1,03/31/2025 12:48 AM,Scrap
A,2193,Op3,06/04/2025 03:58 AM,Good
C,6808,Op4,02/19/2025 07:30 PM,Scrap
C,7806,Op4,10/26/2025 05:22 AM,Review
D,2949,Op1,09/03/2025 10:00 PM,Review
A,2640,Op3,04/24/2025 01:56 AM,Scrap
D,1384,Op3,12/13/2025 01:53 PM,Good
D,2548,Op3,11/17/2025 02:51 PM,Review
B,2989,Op3,10/04/2025 07:03 PM,Scrap
B,4065,Op1,07/17/2025 07:11 PM,Good
C,4855,Op2,08/01/2025 07:17 PM,Review
D,5680,Op3,10/22/2025 10:00 PM,Good
D,4537,Op3,10/09/2025 04:45 AM,Scrap
B,9862,Op1,04/04/2025 03:51 AM,Review
A,8537,Op3,01/03/2026 08:32 PM,Scrap
A,4483,Op1,08/08/2025 08:00 AM,Review
D,3223,Op2,11/13/2025 09:27 PM,Review
B,5220,Op3,01/20/2025 12:20 AM,Review
C,3034,Op1,04/22/2025 08:26 AM,Good
B,1219,Op3,07/21/2025 01:01 PM,Review
D,3753,Op2,09/03/2025 06:20 PM,Good
C,3855,Op3,06/16/2025 01:16 PM,Review
B,1173,Op1,06/01/2025 02:52 AM,Good
B,8231,Op2,02/23/2025 10:41 AM,Good
A,9687,Op3,12/03/2025 10:34 AM,Review
C,1411,Op2,11/16/2025 09:18 AM,Review
B,1677,Op4,03/27/2025 10:37 AM,Scrap
B,1575,Op1,01/21/2025 10:38 PM,Scrap
B,8373,Op2,01/16/2025 05:02 PM,Review
B,5353,Op1,09/04/2025 01:01 PM,Review
A,8334,Op4,06/10/2025 10:37 PM,Good
A,1718,Op2,01/30/2025 07:51 AM,Scrap
A,6842,Op3,03/24/2025 06:50 AM,Review
A,9840,Op2,03/09/2025 10:02 PM,Scrap
A,8940,Op2,02/03/2025 01:32 AM,Scrap
A,3041,Op4,11/02/2025 06:38 AM,Review
B,1994,Op4,11/16/2025 03:40 AM,Scrap
C,8876,Op4,01/14/2026 12:30 AM,Review
A,9641,Op2,03/25/2025 09:48 AM,Good
C,5081,Op1,12/15/2025 07:00 AM,Review
A,7190,Op1,02/10/2025 07:50 AM,Scrap
D,7673,Op1,09/22/2025 05:53 PM,Good
C,4951,Op4,12/19/2025 11:22 PM,Review
A,2325,Op2,01/01/2026 06:45 PM,Good
B,8009,Op2,03/05/2025 03:05 PM,Review
D,9494,Op2,03/31/2025 03:47 AM,Good
